date,equity,cash,n_positions
2025-01-28,1527019.6824150847,1150502.5920123246,3
2025-01-29,1537614.3005292718,1049124.1546458248,4
2025-01-30,1540169.0562773366,946868.5749589433,5
2025-01-31,1556990.9988393427,743893.5963127359,6
2025-02-03,1564013.7326401912,792907.5852510593,6
2025-02-04,1581838.7118783141,792907.5852510593,6
2025-02-05,1586044.9299292706,792907.5852510593,6
2025-02-06,1604230.1455373182,687705.291011137,6
2025-02-07,1636056.1553559406,370399.8270999956,6
2025-02-18,1641209.501396534,263373.37985694007,6
2025-02-19,1642131.452477681,717867.0818840122,7
2025-02-20,1659775.2655455782,614159.210136256,7
2025-02-21,1640548.2247180226,507665.39847674454,8
2025-02-24,1665559.018924724,507665.39847674454,8
2025-02-25,1641800.792394161,453797.42039466486,7
2025-02-26,1662044.1254221897,453797.42039466486,7
2025-02-27,1660303.154061317,453797.42039466486,7
2025-02-28,1655705.5785539849,552964.6537755453,6
2025-03-03,1688466.0534661196,552964.6537755453,6
2025-03-04,1681685.217774944,552964.6537755453,6
2025-03-05,1674164.4230857017,552964.6537755453,6
2025-03-06,1667699.6496178857,621790.3464380767,5
2025-03-07,1677844.2549196677,780287.955298293,4
2025-03-10,1682110.0447634459,679314.9554295653,5
2025-03-11,1689422.8382005233,568756.4122066915,5
2025-03-12,1668853.9944709805,568756.4122066915,5
2025-03-13,1675187.037661998,568756.4122066915,5
2025-03-14,1687864.6117936443,664284.7036475544,4
2025-03-17,1693246.458337876,664284.7036475544,4
2025-03-18,1694325.6524348753,862765.5057578532,4
2025-03-19,1722054.0612994763,751338.189450796,5
2025-03-20,1712211.1059362127,526020.2654671889,7
2025-03-21,1714244.5829413424,417552.2941382114,8
2025-03-24,1721227.8798900545,470460.3791184365,8
2025-03-25,1741089.3079739616,354991.1039645902,8
2025-03-26,1702974.5539580616,578697.0000830046,6
2025-03-27,1705943.6960613122,578697.0000830046,6
2025-03-28,1711034.729336505,973970.1512528043,3
2025-03-31,1722787.7677128143,973970.1512528043,3
2025-04-01,1727578.5477934931,644159.4376065114,5
2025-04-02,1735244.0006566627,644159.4376065114,5
2025-04-03,1771106.9976174962,534334.1962293861,5
2025-04-07,1762133.5566297541,534334.1962293861,5
2025-04-08,1753236.0383199153,418418.7615210846,6
2025-04-09,1801393.8314163277,180285.45900763362,8
2025-04-10,1837372.7765618337,241141.56268046208,8
2025-04-11,1840502.3963303987,2540.410247189575,8
2025-04-14,1808201.8467564443,100305.68680169922,7
2025-04-15,1837562.1404265442,100305.68680169922,7
2025-04-16,1849356.8305771921,2351.1288959978556,7
2025-04-17,1863695.5871273575,2351.1288959978556,7
2025-04-18,1852367.9210369894,2351.1288959978556,7
2025-04-21,1888867.3124851866,2351.1288959978556,7
2025-04-22,1860933.415672425,2351.1288959978556,7
2025-04-23,1857311.9984450499,132456.1065482366,7
2025-04-24,1874985.8336343803,253041.51255149912,6
2025-04-25,1848523.5701523249,8572.708450768405,8
2025-04-28,1888538.8173828356,129257.34368577588,7
2025-04-29,1877130.9839211032,253817.53897841476,6
2025-04-30,1952050.1148619808,6717.651444727497,8
2025-05-05,1946967.3985382586,6717.651444727497,8
2025-05-06,1979952.2366224455,6717.651444727497,8
2025-05-07,2013880.39761343,6717.651444727497,8
2025-05-08,2007238.6797796148,6717.651444727497,8
2025-05-09,2057103.459270623,6717.651444727497,8
2025-05-12,2007539.3849761044,6717.651444727497,8
2025-05-13,2033081.7312417447,6717.651444727497,8
2025-05-14,2111373.523143117,6717.651444727497,8
2025-05-15,2101689.3811129294,6717.651444727497,8
2025-05-16,2046743.5680311492,6717.651444727497,8
2025-05-19,2023367.0962029889,6717.651444727497,8
2025-05-20,2026654.1569924194,251236.0167459536,6
2025-05-21,2019866.2739327394,498743.9596873,6
2025-05-22,2018681.7900435834,498743.9596873,6
2025-05-23,1991339.3849850956,624068.4463645845,5
2025-05-26,1972575.411984047,521741.96896009723,6
2025-05-27,1965968.3442257682,812803.9939717953,4
2025-05-28,1958550.0591231922,1703356.3478833071,2
2025-05-29,1960117.4914998312,1703356.3478833071,2
2025-05-30,1956191.5220495334,1703356.3478833071,2
2025-06-02,1954667.822280012,1703356.3478833071,2
2025-06-03,1955564.5635262947,1955564.5635262947,0
2025-06-04,1955564.5635262947,1955564.5635262947,0
2025-06-05,1955564.5635262947,1955564.5635262947,0
2025-06-06,1959032.4590610852,1697279.1249152073,2
2025-06-09,1962069.3405515035,1697279.1249152073,2
2025-06-10,1958818.8239214974,1455034.0589443347,4
2025-06-11,1976488.5955722362,1327350.88296454,5
2025-06-12,1982384.6239499974,1327350.88296454,5
2025-06-13,1968658.169508496,1065999.4675621225,6
2025-06-16,1978160.90963655,1065999.4675621225,6
2025-06-17,1994433.975164948,1065999.4675621225,6
2025-06-18,2000764.355711456,1311258.8782270984,4
2025-06-19,1995076.4231624836,1311258.8782270984,4
2025-06-20,1999327.4188052306,1178354.344271923,5
2025-06-23,2000901.7814477754,1178354.344271923,5
2025-06-24,2014806.1144422053,1178354.344271923,5
2025-06-25,1997748.3122980979,1178354.344271923,5
2025-06-26,2005858.2879286914,1178354.344271923,5
2025-06-27,2038469.1981353888,1306157.5040997015,3
2025-06-30,2046719.612384138,508883.71295312326,7
2025-07-01,2053236.3750052657,441842.93051909463,8
2025-07-02,2105571.438910685,507490.8506954117,8
2025-07-03,2078089.3161218665,570504.1634969654,7
2025-07-04,2100577.8489391976,696377.0799113327,6
2025-07-07,2133018.5179180885,696377.0799113327,6
2025-07-08,2135859.2179210926,427166.92178567295,7
2025-07-09,2127618.421712999,427166.92178567295,7
2025-07-10,2130522.1060294644,427166.92178567295,7
2025-07-11,2129721.402817606,286098.51561591204,7
2025-07-14,2070228.1916111538,358519.98847643804,7
2025-07-15,2063090.9277561698,1090457.3917125459,3
2025-07-16,2074071.7698087553,1090457.3917125459,3
2025-07-17,2091000.7867697144,1161734.6823782357,2
2025-07-18,2100375.2161510075,1161734.6823782357,2
2025-07-21,2086252.6410737818,1161734.6823782357,2
2025-07-22,2079186.370925406,1161734.6823782357,2
2025-07-23,2050492.8329703312,1161734.6823782357,2
2025-07-24,2047542.0621793428,1575616.6098122543,1
2025-07-25,2055125.6081675063,1575616.6098122543,1
2025-07-28,2033405.4898016776,1575616.6098122543,1
2025-07-29,2023295.7620587298,1575616.6098122543,1
2025-07-30,2025839.9374648621,2025839.9374648621,0
2025-07-31,2025839.9374648621,2025839.9374648621,0
2025-08-01,2025839.9374648621,2025839.9374648621,0
2025-08-04,2025839.9374648621,2025839.9374648621,0
2025-08-05,2025839.9374648621,2025839.9374648621,0
2025-08-06,2025839.9374648621,2025839.9374648621,0
2025-08-07,2025839.9374648621,2025839.9374648621,0
2025-08-08,2025839.9374648621,2025839.9374648621,0
2025-08-11,2025839.9374648621,2025839.9374648621,0
2025-08-12,2025839.9374648621,2025839.9374648621,0
2025-08-13,2025839.9374648621,2025839.9374648621,0
2025-08-14,2025839.9374648621,2025839.9374648621,0
2025-08-15,2025839.9374648621,2025839.9374648621,0
2025-08-18,2025839.9374648621,2025839.9374648621,0
2025-08-19,2025839.9374648621,2025839.9374648621,0
2025-08-20,2025839.9374648621,2025839.9374648621,0
2025-08-21,2025839.9374648621,2025839.9374648621,0
2025-08-22,2025839.9374648621,2025839.9374648621,0
2025-08-25,2025839.9374648621,2025839.9374648621,0
2025-08-26,2025839.9374648621,2025839.9374648621,0
2025-08-27,2025839.9374648621,2025839.9374648621,0
2025-08-28,2025839.9374648621,2025839.9374648621,0
2025-08-29,2025839.9374648621,2025839.9374648621,0
