code,board,board_name,entry_date,exit_date,holding_days,shares,entry_price,exit_price,pnl,return,entry_reason,setup,exit_reason,tranches
602800,BK9028,行业板块28,2025-01-29,2025-03-06,26,6000,26.171681137743178,29.702100579716465,21047.075073196203,0.13403211765689374,fundamental,回调,板块跌破60日线,3
600010,BK9000,行业板块00,2025-01-20,2025-03-07,34,3700,42.658953747877646,42.86977261102663,659.4799930690497,0.004178204580872443,momentum,回调,跌破20日线,3
602107,BK9021,行业板块21,2025-03-10,2025-03-14,4,800,126.21624983590965,119.50118520183204,-5444.708427864796,-0.05392241921051484,fundamental,回调,跌破20日线,1
602600,BK9026,行业板块26,2025-02-21,2025-03-18,17,4700,69.42634555734234,63.80836567484221,-26632.428929941147,-0.08161850079999981,momentum,回调,硬止损-8%,3
602100,BK9021,行业板块21,2025-03-21,2025-03-24,1,300,180.77995221496252,176.49441902587668,-1325.9006842636518,-0.024447782474741164,momentum,回调,逻辑止损-业绩转差,1
600019,BK9000,行业板块00,2025-01-30,2025-03-26,39,1900,83.56240447485835,91.59508966618307,15129.838554038986,0.09529492327586488,both,回调,跌破20日线,2
602100,BK9021,行业板块21,2025-03-21,2025-03-26,3,300,180.77995221496252,166.15123848172775,-4426.496602344261,-0.08161850079999995,momentum,回调,硬止损-8%,1
600014,BK9000,行业板块00,2025-01-21,2025-03-28,48,2300,67.29894052095506,77.49271491584382,23310.223842571257,0.1505949403229757,fundamental,回调,跌破20日线,3
602122,BK9021,行业板块21,2025-03-19,2025-03-28,7,2900,38.42321251967486,36.999180248888074,-4211.239778550225,-0.037793603203593554,fundamental,回调,跌破20日线,1
602103,BK9021,行业板块21,2025-03-20,2025-03-28,6,900,125.642136000274,122.2699113554356,-3118.6347997216653,-0.027579519799480014,momentum,回调,跌破20日线,1
601919,BK9019,题材板块19,2025-04-09,2025-04-10,1,15300,3.895340437386939,3.980548332603922,1257.3949808083125,0.02109768832922161,fundamental,回调,逻辑止损-业绩转差,1
602103,BK9021,行业板块21,2025-04-01,2025-04-14,9,800,133.06735359933856,122.29954334608009,-8688.60632496119,-0.08161850079999994,momentum,回调,硬止损-8%,1
602605,BK9026,行业板块26,2025-04-09,2025-04-23,10,5900,40.41598022935375,42.775665189938856,13730.335184740456,0.05758057683704401,fundamental,回调,板块跌破60日线,2
602122,BK9021,行业板块21,2025-04-23,2025-04-24,1,3400,35.90577673108495,35.49327076909702,-1494.2348824263026,-0.012239836811327556,fundamental,反转,跌破20日线,1
600315,BK9003,行业板块03,2025-04-25,2025-04-28,1,1100,110.09812945150327,109.79675028931759,-423.30716164612386,-0.0034952881971993645,fundamental,反转,跌破20日线,1
601815,BK9018,行业板块18,2025-04-01,2025-04-29,20,1100,99.52508453536657,104.9844703386041,5917.557366358204,0.05405268059700594,fundamental,反转+回调,跌破20日线,1
602122,BK9021,行业板块21,2025-04-25,2025-04-29,2,3400,36.2826063835521,35.54773055093947,-2590.4331666265643,-0.02099882516093797,fundamental,反转,跌破20日线,1
602513,BK9025,题材板块25,2025-04-08,2025-05-20,30,4600,25.199007545282942,27.611320126692767,11000.108699322285,0.09489770475350241,fundamental,反转,板块跌破60日线,1
601815,BK9018,行业板块18,2025-04-30,2025-05-20,14,1100,107.7379715835244,106.99297092481399,-908.946848274587,-0.007669675829868913,fundamental,回调,跌破20日线,1
601816,BK9018,行业板块18,2025-03-20,2025-05-21,44,14700,23.237313912593585,25.893410393562302,38755.337089323264,0.11345620664188684,fundamental,反转,跌破20日线,3
601801,BK9018,行业板块18,2025-04-30,2025-05-23,17,4100,31.36295580288059,30.59019651942414,-3263.6321145259717,-0.025380510619413675,momentum,回调,跌破20日线,1
602107,BK9021,行业板块21,2025-03-18,2025-05-27,50,1600,131.88489653524644,133.98750190036202,3201.2397818740865,0.015170614044774974,fundamental,回调,跌破20日线,2
602103,BK9021,行业板块21,2025-04-29,2025-05-27,20,700,159.43626228581877,155.8425455958982,-2598.509917201416,-0.023283015866984693,momentum,反转,跌破20日线,1
602402,BK9024,行业板块24,2025-05-26,2025-05-27,1,100,341.0882580149575,323.6176572718273,-1771.6550162656786,-0.051941249064867766,both,回调,逻辑止损-业绩转差,1
602402,BK9024,行业板块24,2025-05-26,2025-05-27,1,200,341.08825801495755,313.48739617638716,-5567.822451932887,-0.08161850080000005,both,回调,硬止损-8%,1
602700,BK9027,行业板块27,2024-12-10,2025-05-28,121,2300,110.43759241623518,243.71540871473698,306112.96295212075,1.205138482974688,both,反转,时间止损,3
601919,BK9019,题材板块19,2025-04-09,2025-05-28,35,66100,4.185113779231734,5.002787419528859,53796.90759483259,0.19446819484264719,fundamental,回调,跌破20日线,3
602122,BK9021,行业板块21,2025-05-21,2025-06-03,9,3500,37.95311676088645,36.904871255860115,-3767.0262251327513,-0.02835849329481123,fundamental,反转,跌破20日线,1
601415,BK9014,题材板块14,2025-05-27,2025-06-03,5,1400,90.82065917552194,88.02356448402048,-4009.589640713035,-0.031534593852421806,fundamental,回调,跌破20日线,1
602403,BK9024,行业板块24,2025-06-10,2025-06-18,6,700,165.34306088357476,172.8432183491321,5158.157633728391,0.04456671226620558,momentum,回调,板块跌破60日线,1
602424,BK9024,行业板块24,2025-06-10,2025-06-18,6,1600,79.06557709523136,77.78481046391819,-2143.8129396251898,-0.016946478309415328,fundamental,回调,板块跌破60日线,1
602816,BK9028,行业板块28,2025-06-06,2025-06-27,15,9200,14.094502634262389,13.655587025515112,-4133.503464957335,-0.031877240832498516,fundamental,回调,跌破20日线,1
600311,BK9003,行业板块03,2025-06-20,2025-06-27,5,3800,34.97487735662511,35.62858173904471,2381.1813091321383,0.017916479131819818,fundamental,回调,板块跌破60日线,1
602400,BK9024,行业板块24,2025-06-30,2025-07-01,1,1300,49.00959915152325,50.15399786810798,1438.1661816664564,0.022572755079768542,momentum,回调,逻辑止损-业绩转差,1
600308,BK9003,行业板块03,2025-07-01,2025-07-02,1,800,82.61964219542209,82.12231317841187,-447.7935800206469,-0.006774926157412282,fundamental,反转+回调,逻辑止损-业绩转差,1
602400,BK9024,行业板块24,2025-06-30,2025-07-03,3,1400,49.00959915152325,45.04374238818199,-5600.126010578788,-0.08161850079999995,momentum,回调,硬止损-8%,1
602418,BK9024,行业板块24,2025-06-30,2025-07-04,4,1300,99.4012988397659,96.8989635310276,-3348.772077328438,-0.025914938246172543,fundamental,回调,板块跌破60日线,1
602513,BK9025,题材板块25,2025-06-13,2025-07-14,21,2100,31.212619177171216,34.5126452582658,6874.972588466437,0.10488695139986025,both,回调,逻辑止损-业绩转差,1
600304,BK9003,行业板块03,2025-06-30,2025-07-15,11,2100,125.07384682506465,121.59870190007649,-7491.8758707076195,-0.02852362847224161,momentum,反转+回调,板块跌破60日线,2
600311,BK9003,行业板块03,2025-06-30,2025-07-15,11,3700,36.693484362239246,35.257485354418314,-5412.340377754066,-0.03986524371055996,fundamental,反转+回调,板块跌破60日线,1
600308,BK9003,行业板块03,2025-07-01,2025-07-15,10,800,82.61964219542209,80.7927983865507,-1510.5970685161374,-0.022854690306923144,fundamental,反转+回调,板块跌破60日线,1
600301,BK9003,行业板块03,2025-07-08,2025-07-15,5,10000,28.06499037114745,28.20498902404098,1185.6286123525933,0.004224582288014939,momentum,反转+回调,板块跌破60日线,2
602513,BK9025,题材板块25,2025-06-13,2025-07-17,24,2100,31.212619177171216,33.96738219412932,5730.790393630188,0.0874309134712574,both,回调,跌破20日线,1
602817,BK9028,行业板块28,2025-06-06,2025-07-24,34,14000,28.03865437816678,29.585479781349445,21340.76613968372,0.05436567739626674,fundamental,回调,跌破20日线,3
602800,BK9028,行业板块28,2025-06-11,2025-07-30,35,8500,46.34927002155432,53.007736191577095,56254.532469396014,0.14278931011080545,momentum,回调,跌破20日线,3
